,subject,parameter,value,ID
13500,1,$\theta$,-0.25188735127449036,00390
13501,2,$\theta$,-0.49265819787979126,00513
13502,3,$\theta$,0.057284966111183167,01101
13503,4,$\theta$,-0.6963438391685486,01102
13504,5,$\theta$,0.004332028329372406,01104
13505,6,$\theta$,-0.4360952377319336,01118
13506,7,$\theta$,-0.6252354979515076,01129
13507,8,$\theta$,-1.067336916923523,01261
13508,9,$\theta$,0.13538938760757446,01268
13509,10,$\theta$,-0.5998322367668152,01271
13510,11,$\theta$,-0.13091689348220825,01272
13511,12,$\theta$,-0.08571307361125946,01281
13512,13,$\theta$,-0.2085586041212082,01293
13513,14,$\theta$,-0.2750326693058014,01323
13514,15,$\theta$,-0.49762988090515137,01332
13515,16,$\theta$,-0.35964688658714294,01334
13516,17,$\theta$,-0.6852622032165527,01335
13517,18,$\theta$,0.24698089063167572,01344
13518,19,$\theta$,-0.787522554397583,01351
13519,20,$\theta$,-0.7156533598899841,01354
13520,21,$\theta$,0.10157904028892517,01355
13521,22,$\theta$,-0.052047550678253174,01356
13522,23,$\theta$,-0.4121665358543396,01357
13523,24,$\theta$,-0.4853357970714569,01358
13524,25,$\theta$,-0.15329717099666595,01362
13525,26,$\theta$,-0.06057886779308319,01379
13526,27,$\theta$,-0.37661299109458923,01390
13527,28,$\theta$,-0.8082795739173889,01443
13528,29,$\theta$,-0.06520256400108337,01449
13529,30,$\theta$,-0.30820783972740173,01456
13530,31,$\theta$,-0.5395898818969727,01457
13531,32,$\theta$,-1.095517873764038,01460
13532,33,$\theta$,-0.783026933670044,01510
13533,34,$\theta$,-0.737140417098999,01549
13534,35,$\theta$,-0.033492010086774826,01559
13535,36,$\theta$,0.4153723120689392,01560
13536,37,$\theta$,-0.5100994110107422,01614
13537,38,$\theta$,-0.2203376442193985,01619
13538,39,$\theta$,-0.597919225692749,01622
13539,40,$\theta$,-0.16701491177082062,01630
13540,41,$\theta$,-0.4117053151130676,01646
13541,42,$\theta$,-0.5646924376487732,01647
13542,43,$\theta$,-0.7022885084152222,01725
13543,44,$\theta$,-1.091890811920166,01840
13544,45,$\theta$,-0.05648289620876312,01861
13545,1,$\theta$,-0.41553348302841187,00390
13546,2,$\theta$,-0.5166491270065308,00513
13547,3,$\theta$,-0.013342350721359253,01101
13548,4,$\theta$,-0.3321094512939453,01102
13549,5,$\theta$,-0.15356799960136414,01104
13550,6,$\theta$,-0.2923009395599365,01118
