,subject,parameter,value,ID
374,15,$\theta$,-0.03960305452346802,02137
375,16,$\theta$,-0.4369153380393982,02366
376,17,$\theta$,-0.03440535068511963,02427
377,18,$\theta$,-0.6150407791137695,02559
378,19,$\theta$,-0.3600119948387146,02571
379,20,$\theta$,0.35052502155303955,02625
380,21,$\theta$,0.02349017933011055,02628
381,22,$\theta$,0.030221741646528244,02629
382,23,$\theta$,0.007867112755775452,02654
383,24,$\theta$,-0.06504377722740173,02656
384,25,$\theta$,-0.3677947223186493,02684
385,26,$\theta$,-0.23420536518096924,02719
386,27,$\theta$,-1.1799181699752808,02747
387,28,$\theta$,-0.571718692779541,02750
388,29,$\theta$,-0.16867899894714355,02796
389,30,$\theta$,-0.04673324525356293,02797
390,31,$\theta$,-0.2929892838001251,02820
391,32,$\theta$,-0.24213865399360657,02916
392,33,$\theta$,-0.352721244096756,02935
393,34,$\theta$,-0.306270956993103,02948
394,35,$\theta$,-1.079749345779419,02965
395,36,$\theta$,-0.6877537369728088,03016
396,37,$\theta$,-0.07065927982330322,03028
397,38,$\theta$,-0.400484174489975,03029
398,39,$\theta$,-0.14378595352172852,03092
399,40,$\theta$,-0.027630135416984558,03257
400,41,$\theta$,-0.551327109336853,03262
401,42,$\theta$,-0.2947029769420624,03362
402,43,$\theta$,-0.7074710726737976,03379
403,44,$\theta$,0.5257036089897156,03435
404,45,$\theta$,-0.24147915840148926,12647
405,1,$\theta$,-0.1789792776107788,00792
406,2,$\theta$,-0.5311462879180908,00882
407,3,$\theta$,-0.368998259305954,01291
408,4,$\theta$,-0.18940576910972595,01366
409,5,$\theta$,-0.4122140109539032,01469
410,6,$\theta$,-1.075903296470642,01482
411,7,$\theta$,-0.3266591429710388,01526
412,8,$\theta$,-0.38510429859161377,01664
413,9,$\theta$,-0.23098260164260864,01758
414,10,$\theta$,-0.4724556803703308,01805
415,11,$\theta$,0.372101366519928,01807
416,12,$\theta$,-0.48450392484664917,01841
417,13,$\theta$,-0.06973370909690857,01876
418,14,$\theta$,-0.41384178400039673,01878
419,15,$\theta$,-0.19700036942958832,02137
420,16,$\theta$,-0.27022504806518555,02366
421,17,$\theta$,0.21078413724899292,02427
422,18,$\theta$,-0.34613609313964844,02559
423,19,$\theta$,-0.25202423334121704,02571
424,20,$\theta$,-0.2691219449043274,02625
425,21,$\theta$,-0.10963967442512512,02628
426,22,$\theta$,-0.0446988008916378,02629
427,23,$\theta$,0.13779516518115997,02654
428,24,$\theta$,0.1197836622595787,02656
429,25,$\theta$,-0.33659669756889343,02684
430,26,$\theta$,-0.15472950041294098,02719
431,27,$\theta$,-0.850677490234375,02747
432,28,$\theta$,-0.42010486125946045,02750
433,29,$\theta$,-0.33122360706329346,02796
434,30,$\theta$,0.029818780720233917,02797
435,31,$\theta$,-0.28078439831733704,02820
436,32,$\theta$,-0.48743635416030884,02916
437,33,$\theta$,-0.4367401599884033,02935
438,34,$\theta$,-0.18596284091472626,02948
439,35,$\theta$,-0.7428595423698425,02965
440,36,$\theta$,-0.6159817576408386,03016
