,subject,parameter,value,ID
90374,15,$\beta$,2.0348151758739705,01332
90375,16,$\beta$,1.907568016870524,01334
90376,17,$\beta$,1.9587551819670468,01335
90377,18,$\beta$,0.7243254475606212,01344
90378,19,$\beta$,3.180935014517186,01351
90379,20,$\beta$,2.2947616711510146,01354
90380,21,$\beta$,1.9345490697316075,01355
90381,22,$\beta$,2.2166412276283283,01356
90382,23,$\beta$,1.77266016109249,01357
90383,24,$\beta$,1.9324340922552323,01358
90384,25,$\beta$,2.526839141769225,01362
90385,26,$\beta$,1.7949124183298255,01379
90386,27,$\beta$,2.7203448297575235,01390
90387,28,$\beta$,1.8704256881192096,01443
90388,29,$\beta$,2.6882762383697116,01449
90389,30,$\beta$,1.9736653954031298,01456
90390,31,$\beta$,1.6294535000374248,01457
90391,32,$\beta$,2.4932194192212114,01460
90392,33,$\beta$,2.087727422172023,01510
90393,34,$\beta$,2.0627194828273154,01549
90394,35,$\beta$,1.9369156006853874,01559
90395,36,$\beta$,2.9160355352779495,01560
90396,37,$\beta$,1.755075578966881,01614
90397,38,$\beta$,1.8340487552457438,01619
90398,39,$\beta$,2.2150794341026474,01622
90399,40,$\beta$,1.2743423098547872,01630
90400,41,$\beta$,2.167811209850251,01646
90401,42,$\beta$,1.5923388512975365,01647
90402,43,$\beta$,1.9004456536825307,01725
90403,44,$\beta$,1.5738042860556174,01840
90404,45,$\beta$,1.4159843332831012,01861
90405,1,$\beta$,2.6063408231815037,00390
90406,2,$\beta$,1.935918261297803,00513
90407,3,$\beta$,1.4537345862713715,01101
90408,4,$\beta$,2.9956976655578442,01102
90409,5,$\beta$,1.2693332261280024,01104
90410,6,$\beta$,1.5816570393456353,01118
90411,7,$\beta$,2.4748992637565252,01129
90412,8,$\beta$,2.4392139356662286,01261
90413,9,$\beta$,2.173024308518967,01268
90414,10,$\beta$,3.1711739437797637,01271
90415,11,$\beta$,1.451040082665239,01272
90416,12,$\beta$,1.047219896127719,01281
90417,13,$\beta$,2.5333352121162043,01293
90418,14,$\beta$,1.399861202652634,01323
90419,15,$\beta$,2.6756601272910054,01332
90420,16,$\beta$,1.9685094093077438,01334
